x,y,ux,uy,velocity_magnitude
6,52,0.280216,-0.000000,0.280216
6,53,0.264914,0.000000,0.264914
6,54,0.248191,-0.000000,0.248191
6,55,0.229952,0.000000,0.229952
6,56,0.210103,-0.000000,0.210103
6,57,0.188546,0.000000,0.188546
6,58,0.165179,-0.000000,0.165179
6,59,0.139901,0.000000,0.139901
6,60,0.112608,-0.000000,0.112608
6,61,0.083192,0.000000,0.083192
6,62,0.051546,-0.000000,0.051546
6,63,0.017564,0.000000,0.017564
7,0,0.017564,-0.000000,0.017564
7,1,0.051546,0.000000,0.051546
7,2,0.083192,-0.000000,0.083192
7,3,0.112608,0.000000,0.112608
7,4,0.139901,-0.000000,0.139901
7,5,0.165179,0.000000,0.165179
7,6,0.188546,-0.000000,0.188546
7,7,0.210103,0.000000,0.210103
7,8,0.229952,-0.000000,0.229952
7,9,0.248191,0.000000,0.248191
7,10,0.264914,-0.000000,0.264914
7,11,0.280216,0.000000,0.280216
7,12,0.294185,-0.000000,0.294185
7,13,0.306907,0.000000,0.306907
7,14,0.318464,-0.000000,0.318464
7,15,0.328937,0.000000,0.328937
7,16,0.338399,-0.000000,0.338399
7,17,0.346921,0.000000,0.346921
7,18,0.354571,-0.000000,0.354571
7,19,0.361411,0.000000,0.361411
7,20,0.367499,-0.000000,0.367499
7,21,0.372889,0.000000,0.372889
7,22,0.377632,-0.000000,0.377632
7,23,0.381771,0.000000,0.381771
7,24,0.385348,-0.000000,0.385348
7,25,0.388398,0.000000,0.388398
7,26,0.390954,-0.000000,0.390954
7,27,0.393043,0.000000,0.393043
7,28,0.394687,-0.000000,0.394687
7,29,0.395904,0.000000,0.395904
7,30,0.396708,-0.000000,0.396708
7,31,0.397107,0.000000,0.397107
7,32,0.397107,-0.000000,0.397107
7,33,0.396708,0.000000,0.396708
7,34,0.395904,-0.000000,0.395904
7,35,0.394687,0.000000,0.394687
7,36,0.393043,-0.000000,0.393043
7,37,0.390954,0.000000,0.390954
7,38,0.388398,-0.000000,0.388398
7,39,0.385348,0.000000,0.385348
7,40,0.381771,-0.000000,0.381771
7,41,0.377632,0.000000,0.377632
7,42,0.372889,-0.000000,0.372889
7,43,0.367499,0.000000,0.367499
7,44,0.361411,-0.000000,0.361411
7,45,0.354571,0.000000,0.354571
7,46,0.346921,-0.000000,0.346921
7,47,0.338399,0.000000,0.338399
7,48,0.328937,-0.000000,0.328937
7,49,0.318464,0.000000,0.318464
7,50,0.306907,-0.000000,0.306907
7,51,0.294185,0.000000,0.294185
7,52,0.280216,-0.000000,0.280216
7,53,0.264914,0.000000,0.264914
7,54,0.248191,-0.000000,0.248191
7,55,0.229952,0.000000,0.229952
7,56,0.210103,-0.000000,0.210103
7,57,0.188546,0.000000,0.188546
7,58,0.165179,-0.000000,0.165179
7,59,0.139901,0.000000,0.139901
7,60,0.112608,-0.000000,0.112608
7,61,0.083192,0.000000,0.083192
7,62,0.051546,-0.000000,0.051546
7,63,0.017564,0.000000,0.017564
8,0,0.017564,-0.000000,0.017564
8,1,0.051546,0.000000,0.051546
8,2,0.083192,-0.000000,0.083192
8,3,0.112608,0.000000,0.112608
8,4,0.139901,-0.000000,0.139901
8,5,0.165179,0.000000,0.165179
8,6,0.188546,-0.000000,0.188546
8,7,0.210103,0.000000,0.210103
8,8,0.229952,-0.000000,0.229952
8,9,0.248191,0.000000,0.248191
8,10,0.264914,-0.000000,0.264914
8,11,0.280216,0.000000,0.280216
8,12,0.294185,-0.000000,0.294185
8,13,0.306907,0.000000,0.306907
8,14,0.318464,-0.000000,0.318464
8,15,0.328937,0.000000,0.328937
8,16,0.338399,-0.000000,0.338399
8,17,0.346921,0.000000,0.346921
8,18,0.354571,-0.000000,0.354571
8,19,0.361411,0.000000,0.361411
8,20,0.367499,-0.000000,0.367499
8,21,0.372889,0.000000,0.372889
8,22,0.377632,-0.000000,0.377632
8,23,0.381771,0.000000,0.381771
8,24,0.385348,-0.000000,0.385348
8,25,0.388398,0.000000,0.388398
8,26,0.390954,-0.000000,0.390954
8,27,0.393043,0.000000,0.393043
8,28,0.394687,-0.000000,0.394687
8,29,0.395904,0.000000,0.395904
8,30,0.396708,-0.000000,0.396708
8,31,0.397107,0.000000,0.397107
8,32,0.397107,-0.000000,0.397107
8,33,0.396708,0.000000,0.396708
8,34,0.395904,-0.000000,0.395904
8,35,0.394687,0.000000,0.394687
8,36,0.393043,-0.000000,0.393043
