x,y,ux,uy,velocity_magnitude
39,38,0.02409688,0.00000000,0.02409688
39,39,0.02219278,0.00000000,0.02219278
39,40,0.02023302,0.00000000,0.02023302
39,41,0.01821719,0.00000000,0.01821719
39,42,0.01614485,0.00000000,0.01614485
39,43,0.01401558,0.00000000,0.01401558
39,44,0.01182895,0.00000000,0.01182895
39,45,0.00958451,0.00000000,0.00958451
39,46,0.00728184,0.00000000,0.00728184
39,47,0.00492049,0.00000000,0.00492049
39,48,0.00250002,0.00000000,0.00250002
39,49,0.00002000,0.00000000,0.00002000
40,0,0.05863487,0.00000000,0.05863487
40,1,0.05861176,0.00000000,0.05861176
40,2,0.05854243,0.00000000,0.05854243
40,3,0.05842686,0.00000000,0.05842686
40,4,0.05826500,0.00000000,0.05826500
40,5,0.05805682,0.00000000,0.05805682
40,6,0.05780225,0.00000000,0.05780225
40,7,0.05750121,0.00000000,0.05750121
40,8,0.05715361,0.00000000,0.05715361
40,9,0.05675934,0.00000000,0.05675934
40,10,0.05631829,0.00000000,0.05631829
40,11,0.05583032,0.00000000,0.05583032
40,12,0.05529529,0.00000000,0.05529529
40,13,0.05471303,0.00000000,0.05471303
40,14,0.05408338,0.00000000,0.05408338
40,15,0.05340615,0.00000000,0.05340615
40,16,0.05268114,0.00000000,0.05268114
40,17,0.05190814,0.00000000,0.05190814
40,18,0.05108694,0.00000000,0.05108694
40,19,0.05021728,0.00000000,0.05021728
40,20,0.04929893,0.00000000,0.04929893
40,21,0.04833163,0.00000000,0.04833163
40,22,0.04731510,0.00000000,0.04731510
40,23,0.04624907,0.00000000,0.04624907
40,24,0.04513325,0.00000000,0.04513325
40,25,0.04396732,0.00000000,0.04396732
40,26,0.04275099,0.00000000,0.04275099
40,27,0.04148393,0.00000000,0.04148393
40,28,0.04016580,0.00000000,0.04016580
40,29,0.03879627,0.00000000,0.03879627
40,30,0.03737498,0.00000000,0.03737498
40,31,0.03590158,0.00000000,0.03590158
40,32,0.03437569,0.00000000,0.03437569
40,33,0.03279696,0.00000000,0.03279696
40,34,0.03116499,0.00000000,0.03116499
40,35,0.02947939,0.00000000,0.02947939
40,36,0.02773978,0.00000000,0.02773978
40,37,0.02594574,0.00000000,0.02594574
40,38,0.02409688,0.00000000,0.02409688
40,39,0.02219278,0.00000000,0.02219278
40,40,0.02023302,0.00000000,0.02023302
40,41,0.01821719,0.00000000,0.01821719
40,42,0.01614485,0.00000000,0.01614485
40,43,0.01401558,0.00000000,0.01401558
40,44,0.01182895,0.00000000,0.01182895
40,45,0.00958451,0.00000000,0.00958451
40,46,0.00728184,0.00000000,0.00728184
40,47,0.00492049,0.00000000,0.00492049
40,48,0.00250002,0.00000000,0.00250002
40,49,0.00002000,0.00000000,0.00002000
41,0,0.05863487,0.00000000,0.05863487
41,1,0.05861176,0.00000000,0.05861176
41,2,0.05854243,0.00000000,0.05854243
41,3,0.05842686,0.00000000,0.05842686
41,4,0.05826500,0.00000000,0.05826500
41,5,0.05805682,0.00000000,0.05805682
41,6,0.05780225,0.00000000,0.05780225
41,7,0.05750121,0.00000000,0.05750121
41,8,0.05715361,0.00000000,0.05715361
41,9,0.05675934,0.00000000,0.05675934
41,10,0.05631829,0.00000000,0.05631829
41,11,0.05583032,0.00000000,0.05583032
41,12,0.05529529,0.00000000,0.05529529
41,13,0.05471303,0.00000000,0.05471303
41,14,0.05408338,0.00000000,0.05408338
41,15,0.05340615,0.00000000,0.05340615
41,16,0.05268114,0.00000000,0.05268114
41,17,0.05190814,0.00000000,0.05190814
41,18,0.05108694,0.00000000,0.05108694
41,19,0.05021728,0.00000000,0.05021728
41,20,0.04929893,0.00000000,0.04929893
41,21,0.04833163,0.00000000,0.04833163
41,22,0.04731510,0.00000000,0.04731510
41,23,0.04624907,0.00000000,0.04624907
41,24,0.04513325,0.00000000,0.04513325
41,25,0.04396732,0.00000000,0.04396732
41,26,0.04275099,0.00000000,0.04275099
41,27,0.04148393,0.00000000,0.04148393
41,28,0.04016580,0.00000000,0.04016580
41,29,0.03879627,0.00000000,0.03879627
41,30,0.03737498,0.00000000,0.03737498
41,31,0.03590158,0.00000000,0.03590158
41,32,0.03437569,0.00000000,0.03437569
41,33,0.03279696,0.00000000,0.03279696
41,34,0.03116499,0.00000000,0.03116499
41,35,0.02947939,0.00000000,0.02947939
41,36,0.02773978,0.00000000,0.02773978
41,37,0.02594574,0.00000000,0.02594574
41,38,0.02409688,0.00000000,0.02409688
41,39,0.02219278,0.00000000,0.02219278
41,40,0.02023302,0.00000000,0.02023302
41,41,0.01821719,0.00000000,0.01821719
41,42,0.01614485,0.00000000,0.01614485
41,43,0.01401558,0.00000000,0.01401558
41,44,0.01182895,0.00000000,0.01182895
41,45,0.00958451,0.00000000,0.00958451
41,46,0.00728184,0.00000000,0.00728184
41,47,0.00492049,0.00000000,0.00492049
41,48,0.00250002,0.00000000,0.00250002
41,49,0.00002000,0.00000000,0.00002000
42,0,0.05863487,0.00000000,0.05863487
42,1,0.05861176,0.00000000,0.05861176
42,2,0.05854243,0.00000000,0.05854243
42,3,0.05842686,0.00000000,0.05842686
42,4,0.05826500,0.00000000,0.05826500
42,5,0.05805682,0.00000000,0.05805682
42,6,0.05780225,0.00000000,0.05780225
42,7,0.05750121,0.00000000,0.05750121
42,8,0.05715361,0.00000000,0.05715361
42,9,0.05675934,0.00000000,0.05675934
42,10,0.05631829,0.00000000,0.05631829
42,11,0.05583032,0.00000000,0.05583032
42,12,0.05529529,0.00000000,0.05529529
42,13,0.05471303,0.00000000,0.05471303
42,14,0.05408338,0.00000000,0.05408338
42,15,0.05340615,0.00000000,0.05340615
42,16,0.05268114,0.00000000,0.05268114
42,17,0.05190814,0.00000000,0.05190814
42,18,0.05108694,0.00000000,0.05108694
42,19,0.05021728,0.00000000,0.05021728
42,20,0.04929893,0.00000000,0.04929893
42,21,0.04833163,0.00000000,0.04833163
42,22,0.04731510,0.00000000,0.04731510
42,23,0.04624907,0.00000000,0.04624907
42,24,0.04513325,0.00000000,0.04513325
42,25,0.04396732,0.00000000,0.04396732
42,26,0.04275099,0.00000000,0.04275099
42,27,0.04148393,0.00000000,0.04148393
42,28,0.04016580,0.00000000,0.04016580
42,29,0.03879627,0.00000000,0.03879627
42,30,0.03737498,0.00000000,0.03737498
42,31,0.03590158,0.00000000,0.03590158
42,32,0.03437569,0.00000000,0.03437569
42,33,0.03279696,0.00000000,0.03279696
42,34,0.03116499,0.00000000,0.03116499
42,35,0.02947939,0.00000000,0.02947939
42,36,0.02773978,0.00000000,0.02773978
42,37,0.02594574,0.00000000,0.02594574
42,38,0.02409688,0.00000000,0.02409688
42,39,0.02219278,0.00000000,0.02219278
42,40,0.02023302,0.00000000,0.02023302
42,41,0.01821719,0.00000000,0.01821719
42,42,0.01614485,0.00000000,0.01614485
42,43,0.01401558,0.00000000,0.01401558
42,44,0.01182895,0.00000000,0.01182895
42,45,0.00958451,0.00000000,0.00958451
42,46,0.00728184,0.00000000,0.00728184
42,47,0.00492049,0.00000000,0.00492049
42,48,0.00250002,0.00000000,0.00250002
42,49,0.00002000,0.00000000,0.00002000
43,0,0.05863487,0.00000000,0.05863487
43,1,0.05861176,0.00000000,0.05861176
43,2,0.05854243,0.00000000,0.05854243
43,3,0.05842686,0.00000000,0.05842686
43,4,0.05826500,0.00000000,0.05826500
43,5,0.05805682,0.00000000,0.05805682
43,6,0.05780225,0.00000000,0.05780225
43,7,0.05750121,0.00000000,0.05750121
43,8,0.05715361,0.00000000,0.05715361
43,9,0.05675934,0.00000000,0.05675934
43,10,0.05631829,0.00000000,0.05631829
43,11,0.05583032,0.00000000,0.05583032
43,12,0.05529529,0.00000000,0.05529529
43,13,0.05471303,0.00000000,0.05471303
43,14,0.05408338,0.00000000,0.05408338
43,15,0.05340615,0.00000000,0.05340615
43,16,0.05268114,0.00000000,0.05268114
43,17,0.05190814,0.00000000,0.05190814
43,18,0.05108694,0.00000000,0.05108694
43,19,0.05021728,0.00000000,0.05021728
43,20,0.04929893,0.00000000,0.04929893
43,21,0.04833163,0.00000000,0.04833163
43,22,0.04731510,0.00000000,0.04731510
43,23,0.04624907,0.00000000,0.04624907
43,24,0.04513325,0.00000000,0.04513325
43,25,0.04396732,0.00000000,0.04396732
43,26,0.04275099,0.00000000,0.04275099
43,27,0.04148393,0.00000000,0.04148393
43,28,0.04016580,0.00000000,0.04016580
43,29,0.03879627,0.00000000,0.03879627
43,30,0.03737498,0.00000000,0.03737498
43,31,0.03590158,0.00000000,0.03590158
43,32,0.03437569,0.00000000,0.03437569
43,33,0.03279696,0.00000000,0.03279696
43,34,0.03116499,0.00000000,0.03116499
43,35,0.02947939,0.00000000,0.02947939
43,36,0.02773978,0.00000000,0.02773978
43,37,0.02594574,0.00000000,0.02594574
43,38,0.02409688,0.00000000,0.02409688
43,39,0.02219278,0.00000000,0.02219278
43,40,0.02023302,0.00000000,0.02023302
43,41,0.01821719,0.00000000,0.01821719
43,42,0.01614485,0.00000000,0.01614485
43,43,0.01401558,0.00000000,0.01401558
43,44,0.01182895,0.00000000,0.01182895
43,45,0.00958451,0.00000000,0.00958451
43,46,0.00728184,0.00000000,0.00728184
43,47,0.00492049,0.00000000,0.00492049
43,48,0.00250002,0.00000000,0.00250002
43,49,0.00002000,0.00000000,0.00002000
44,0,0.05863487,0.00000000,0.05863487
44,1,0.05861176,0.00000000,0.05861176
44,2,0.05854243,0.00000000,0.05854243
44,3,0.05842686,0.00000000,0.05842686
44,4,0.05826500,0.00000000,0.05826500
44,5,0.05805682,0.00000000,0.05805682
44,6,0.05780225,0.00000000,0.05780225
44,7,0.05750121,0.00000000,0.05750121
44,8,0.05715361,0.00000000,0.05715361
44,9,0.05675934,0.00000000,0.05675934
44,10,0.05631829,0.00000000,0.05631829
44,11,0.05583032,0.00000000,0.05583032
44,12,0.05529529,0.00000000,0.05529529
44,13,0.05471303,0.00000000,0.05471303
44,14,0.05408338,0.00000000,0.05408338
44,15,0.05340615,0.00000000,0.05340615
44,16,0.05268114,0.00000000,0.05268114
44,17,0.05190814,0.00000000,0.05190814
44,18,0.05108694,0.00000000,0.05108694
44,19,0.05021728,0.00000000,0.05021728
44,20,0.04929893,0.00000000,0.04929893
44,21,0.04833163,0.00000000,0.04833163
44,22,0.04731510,0.00000000,0.04731510
44,23,0.04624907,0.00000000,0.04624907
44,24,0.04513325,0.00000000,0.04513325
44,25,0.04396732,0.00000000,0.04396732
44,26,0.04275099,0.00000000,0.04275099
44,27,0.04148393,0.00000000,0.04148393
44,28,0.04016580,0.00000000,0.04016580
44,29,0.03879627,0.00000000,0.03879627
44,30,0.03737498,0.00000000,0.03737498
44,31,0.03590158,0.00000000,0.03590158
44,32,0.03437569,0.00000000,0.03437569
44,33,0.03279696,0.00000000,0.03279696
44,34,0.03116499,0.00000000,0.03116499
44,35,0.02947939,0.00000000,0.02947939
44,36,0.02773978,0.00000000,0.02773978
44,37,0.02594574,0.00000000,0.02594574
44,38,0.02409688,0.00000000,0.02409688
44,39,0.02219278,0.00000000,0.02219278
44,40,0.02023302,0.00000000,0.02023302
44,41,0.01821719,0.00000000,0.01821719
44,42,0.01614485,0.00000000,0.01614485
44,43,0.01401558,0.00000000,0.01401558
44,44,0.01182895,0.00000000,0.01182895
44,45,0.00958451,0.00000000,0.00958451
44,46,0.00728184,0.00000000,0.00728184
44,47,0.00492049,0.00000000,0.00492049
44,48,0.00250002,0.00000000,0.00250002
44,49,0.00002000,0.00000000,0.00002000
45,0,0.05863487,0.00000000,0.05863487
45,1,0.05861176,0.00000000,0.05861176
45,2,0.05854243,0.00000000,0.05854243
45,3,0.05842686,0.00000000,0.05842686
45,4,0.05826500,0.00000000,0.05826500
45,5,0.05805682,0.00000000,0.05805682
45,6,0.05780225,0.00000000,0.05780225
45,7,0.05750121,0.00000000,0.05750121
45,8,0.05715361,0.00000000,0.05715361
45,9,0.05675934,0.00000000,0.05675934
45,10,0.05631829,0.00000000,0.05631829
45,11,0.05583032,0.00000000,0.05583032
45,12,0.05529529,0.00000000,0.05529529
45,13,0.05471303,0.00000000,0.05471303
45,14,0.05408338,0.00000000,0.05408338
45,15,0.05340615,0.00000000,0.05340615
45,16,0.05268114,0.00000000,0.05268114
45,17,0.05190814,0.00000000,0.05190814
45,18,0.05108694,0.00000000,0.05108694
45,19,0.05021728,0.00000000,0.05021728
45,20,0.04929893,0.00000000,0.04929893
45,21,0.04833163,0.00000000,0.04833163
45,22,0.04731510,0.00000000,0.04731510
45,23,0.04624907,0.00000000,0.04624907
45,24,0.04513325,0.00000000,0.04513325
45,25,0.04396732,0.00000000,0.04396732
45,26,0.04275099,0.00000000,0.04275099
45,27,0.04148393,0.00000000,0.04148393
45,28,0.04016580,0.00000000,0.04016580
45,29,0.03879627,0.00000000,0.03879627
45,30,0.03737498,0.00000000,0.03737498
45,31,0.03590158,0.00000000,0.03590158
45,32,0.03437569,0.00000000,0.03437569
45,33,0.03279696,0.00000000,0.03279696
45,34,0.03116499,0.00000000,0.03116499
45,35,0.02947939,0.00000000,0.02947939
45,36,0.02773978,0.00000000,0.02773978
45,37,0.02594574,0.00000000,0.02594574
45,38,0.02409688,0.00000000,0.02409688
45,39,0.02219278,0.00000000,0.02219278
45,40,0.02023302,0.00000000,0.02023302
45,41,0.01821719,0.00000000,0.01821719
45,42,0.01614485,0.00000000,0.01614485
45,43,0.01401558,0.00000000,0.01401558
45,44,0.01182895,0.00000000,0.01182895
45,45,0.00958451,0.00000000,0.00958451
45,46,0.00728184,0.00000000,0.00728184
45,47,0.00492049,0.00000000,0.00492049
45,48,0.00250002,0.00000000,0.00250002
45,49,0.00002000,0.00000000,0.00002000
46,0,0.05863487,0.00000000,0.05863487
46,1,0.05861176,0.00000000,0.05861176
46,2,0.05854243,0.00000000,0.05854243
46,3,0.05842686,0.00000000,0.05842686
46,4,0.05826500,0.00000000,0.05826500
46,5,0.05805682,0.00000000,0.05805682
46,6,0.05780225,0.00000000,0.05780225
46,7,0.05750121,0.00000000,0.05750121
46,8,0.05715361,0.00000000,0.05715361
46,9,0.05675934,0.00000000,0.05675934
46,10,0.05631829,0.00000000,0.05631829
46,11,0.05583032,0.00000000,0.05583032
46,12,0.05529529,0.00000000,0.05529529
46,13,0.05471303,0.00000000,0.05471303
46,14,0.05408338,0.00000000,0.05408338
46,15,0.05340615,0.00000000,0.05340615
46,16,0.05268114,0.00000000,0.05268114
46,17,0.05190814,0.00000000,0.05190814
46,18,0.05108694,0.00000000,0.05108694
46,19,0.05021728,0.00000000,0.05021728
46,20,0.04929893,0.00000000,0.04929893
46,21,0.04833163,0.00000000,0.04833163
46,22,0.04731510,0.00000000,0.04731510
46,23,0.04624907,0.00000000,0.04624907
46,24,0.04513325,0.00000000,0.04513325
46,25,0.04396732,0.00000000,0.04396732
46,26,0.04275099,0.00000000,0.04275099
46,27,0.04148393,0.00000000,0.04148393
46,28,0.04016580,0.00000000,0.04016580
46,29,0.03879627,0.00000000,0.03879627
46,30,0.03737498,0.00000000,0.03737498
46,31,0.03590158,0.00000000,0.03590158
46,32,0.03437569,0.00000000,0.03437569
46,33,0.03279696,0.00000000,0.03279696
46,34,0.03116499,0.00000000,0.03116499
46,35,0.02947939,0.00000000,0.02947939
46,36,0.02773978,0.00000000,0.02773978
46,37,0.02594574,0.00000000,0.02594574
46,38,0.02409688,0.00000000,0.02409688
46,39,0.02219278,0.00000000,0.02219278
46,40,0.02023302,0.00000000,0.02023302
46,41,0.01821719,0.00000000,0.01821719
46,42,0.01614485,0.00000000,0.01614485
46,43,0.01401558,0.00000000,0.01401558
46,44,0.01182895,0.00000000,0.01182895
46,45,0.00958451,0.00000000,0.00958451
46,46,0.00728184,0.00000000,0.00728184
46,47,0.00492049,0.00000000,0.00492049
46,48,0.00250002,0.00000000,0.00250002
46,49,0.00002000,0.00000000,0.00002000
47,0,0.05863487,0.00000000,0.05863487
47,1,0.05861176,0.00000000,0.05861176
47,2,0.05854243,0.00000000,0.05854243
47,3,0.05842686,0.00000000,0.05842686
47,4,0.05826500,0.00000000,0.05826500
47,5,0.05805682,0.00000000,0.05805682
47,6,0.05780225,0.00000000,0.05780225
47,7,0.05750121,0.00000000,0.05750121
47,8,0.05715361,0.00000000,0.05715361
47,9,0.05675934,0.00000000,0.05675934
47,10,0.05631829,0.00000000,0.05631829
47,11,0.05583032,0.00000000,0.05583032
47,12,0.05529529,0.00000000,0.05529529
47,13,0.05471303,0.00000000,0.05471303
47,14,0.05408338,0.00000000,0.05408338
47,15,0.05340615,0.00000000,0.05340615
47,16,0.05268114,0.00000000,0.05268114
47,17,0.05190814,0.00000000,0.05190814
47,18,0.05108694,0.00000000,0.05108694
47,19,0.05021728,0.00000000,0.05021728
47,20,0.04929893,0.00000000,0.04929893
47,21,0.04833163,0.00000000,0.04833163
47,22,0.04731510,0.00000000,0.04731510
47,23,0.04624907,0.00000000,0.04624907
47,24,0.04513325,0.00000000,0.04513325
47,25,0.04396732,0.00000000,0.04396732
47,26,0.04275099,0.00000000,0.04275099
47,27,0.04148393,0.00000000,0.04148393
47,28,0.04016580,0.00000000,0.04016580
47,29,0.03879627,0.00000000,0.03879627
47,30,0.03737498,0.00000000,0.03737498
47,31,0.03590158,0.00000000,0.03590158
47,32,0.03437569,0.00000000,0.03437569
47,33,0.03279696,0.00000000,0.03279696
47,34,0.03116499,0.00000000,0.03116499
47,35,0.02947939,0.00000000,0.02947939
47,36,0.02773978,0.00000000,0.02773978
47,37,0.02594574,0.00000000,0.02594574
47,38,0.02409688,0.00000000,0.02409688
47,39,0.02219278,0.00000000,0.02219278
47,40,0.02023302,0.00000000,0.02023302
47,41,0.01821719,0.00000000,0.01821719
47,42,0.01614485,0.00000000,0.01614485
47,43,0.01401558,0.00000000,0.01401558
47,44,0.01182895,0.00000000,0.01182895
47,45,0.00958451,0.00000000,0.00958451
47,46,0.00728184,0.00000000,0.00728184
47,47,0.00492049,0.00000000,0.00492049
47,48,0.00250002,0.00000000,0.00250002
47,49,0.00002000,0.00000000,0.00002000
48,0,0.05863487,0.00000000,0.05863487
48,1,0.05861176,0.00000000,0.05861176
48,2,0.05854243,0.00000000,0.05854243
48,3,0.05842686,0.00000000,0.05842686
48,4,0.05826500,0.00000000,0.05826500
48,5,0.05805682,0.00000000,0.05805682
48,6,0.05780225,0.00000000,0.05780225
48,7,0.05750121,0.00000000,0.05750121
48,8,0.05715361,0.00000000,0.05715361
48,9,0.05675934,0.00000000,0.05675934
48,10,0.05631829,0.00000000,0.05631829
48,11,0.05583032,0.00000000,0.05583032
48,12,0.05529529,0.00000000,0.05529529
48,13,0.05471303,0.00000000,0.05471303
48,14,0.05408338,0.00000000,0.05408338
48,15,0.05340615,0.00000000,0.05340615
48,16,0.05268114,0.00000000,0.05268114
48,17,0.05190814,0.00000000,0.05190814
48,18,0.05108694,0.00000000,0.05108694
48,19,0.05021728,0.00000000,0.05021728
48,20,0.04929893,0.00000000,0.04929893
48,21,0.04833163,0.00000000,0.04833163
48,22,0.04731510,0.00000000,0.04731510
48,23,0.04624907,0.00000000,0.04624907
48,24,0.04513325,0.00000000,0.04513325
48,25,0.04396732,0.00000000,0.04396732
48,26,0.04275099,0.00000000,0.04275099
48,27,0.04148393,0.00000000,0.04148393
48,28,0.04016580,0.00000000,0.04016580
48,29,0.03879627,0.00000000,0.03879627
48,30,0.03737498,0.00000000,0.03737498
48,31,0.03590158,0.00000000,0.03590158
48,32,0.03437569,0.00000000,0.03437569
48,33,0.03279696,0.00000000,0.03279696
48,34,0.03116499,0.00000000,0.03116499
48,35,0.02947939,0.00000000,0.02947939
48,36,0.02773978,0.00000000,0.02773978
48,37,0.02594574,0.00000000,0.02594574
48,38,0.02409688,0.00000000,0.02409688
48,39,0.02219278,0.00000000,0.02219278
48,40,0.02023302,0.00000000,0.02023302
48,41,0.01821719,0.00000000,0.01821719
48,42,0.01614485,0.00000000,0.01614485
48,43,0.01401558,0.00000000,0.01401558
48,44,0.01182895,0.00000000,0.01182895
48,45,0.00958451,0.00000000,0.00958451
48,46,0.00728184,0.00000000,0.00728184
48,47,0.00492049,0.00000000,0.00492049
48,48,0.00250002,0.00000000,0.00250002
48,49,0.00002000,0.00000000,0.00002000
49,0,0.05863487,0.00000000,0.05863487
49,1,0.05861176,0.00000000,0.05861176
49,2,0.05854243,0.00000000,0.05854243
49,3,0.05842686,0.00000000,0.05842686
49,4,0.05826500,0.00000000,0.05826500
49,5,0.05805682,0.00000000,0.05805682
49,6,0.05780225,0.00000000,0.05780225
49,7,0.05750121,0.00000000,0.05750121
49,8,0.05715361,0.00000000,0.05715361
49,9,0.05675934,0.00000000,0.05675934
49,10,0.05631829,0.00000000,0.05631829
49,11,0.05583032,0.00000000,0.05583032
49,12,0.05529529,0.00000000,0.05529529
49,13,0.05471303,0.00000000,0.05471303
49,14,0.05408338,0.00000000,0.05408338
49,15,0.05340615,0.00000000,0.05340615
49,16,0.05268114,0.00000000,0.05268114
49,17,0.05190814,0.00000000,0.05190814
49,18,0.05108694,0.00000000,0.05108694
49,19,0.05021728,0.00000000,0.05021728
49,20,0.04929893,0.00000000,0.04929893
49,21,0.04833163,0.00000000,0.04833163
49,22,0.04731510,0.00000000,0.04731510
49,23,0.04624907,0.00000000,0.04624907
49,24,0.04513325,0.00000000,0.04513325
49,25,0.04396732,0.00000000,0.04396732
49,26,0.04275099,0.00000000,0.04275099
49,27,0.04148393,0.00000000,0.04148393
49,28,0.04016580,0.00000000,0.04016580
49,29,0.03879627,0.00000000,0.03879627
49,30,0.03737498,0.00000000,0.03737498
49,31,0.03590158,0.00000000,0.03590158
49,32,0.03437569,0.00000000,0.03437569
49,33,0.03279696,0.00000000,0.03279696
49,34,0.03116499,0.00000000,0.03116499
49,35,0.02947939,0.00000000,0.02947939
49,36,0.02773978,0.00000000,0.02773978
49,37,0.02594574,0.00000000,0.02594574
49,38,0.02409688,0.00000000,0.02409688
49,39,0.02219278,0.00000000,0.02219278
49,40,0.02023302,0.00000000,0.02023302
49,41,0.01821719,0.00000000,0.01821719
49,42,0.01614485,0.00000000,0.01614485
49,43,0.01401558,0.00000000,0.01401558
49,44,0.01182895,0.00000000,0.01182895
49,45,0.00958451,0.00000000,0.00958451
49,46,0.00728184,0.00000000,0.00728184
49,47,0.00492049,0.00000000,0.00492049
49,48,0.00250002,0.00000000,0.00250002
49,49,0.00002000,0.00000000,0.00002000
50,0,0.05863487,0.00000000,0.05863487
50,1,0.05861176,0.00000000,0.05861176
50,2,0.05854243,0.00000000,0.05854243
50,3,0.05842686,0.00000000,0.05842686
50,4,0.05826500,0.00000000,0.05826500
50,5,0.05805682,0.00000000,0.05805682
50,6,0.05780225,0.00000000,0.05780225
50,7,0.05750121,0.00000000,0.05750121
50,8,0.05715361,0.00000000,0.05715361
50,9,0.05675934,0.00000000,0.05675934
50,10,0.05631829,0.00000000,0.05631829
50,11,0.05583032,0.00000000,0.05583032
50,12,0.05529529,0.00000000,0.05529529
50,13,0.05471303,0.00000000,0.05471303
50,14,0.05408338,0.00000000,0.05408338
50,15,0.05340615,0.00000000,0.05340615
50,16,0.05268114,0.00000000,0.05268114
50,17,0.05190814,0.00000000,0.05190814
50,18,0.05108694,0.00000000,0.05108694
50,19,0.05021728,0.00000000,0.05021728
50,20,0.04929893,0.00000000,0.04929893
50,21,0.04833163,0.00000000,0.04833163
50,22,0.04731510,0.00000000,0.04731510
50,23,0.04624907,0.00000000,0.04624907
50,24,0.04513325,0.00000000,0.04513325
50,25,0.04396732,0.00000000,0.04396732
50,26,0.04275099,0.00000000,0.04275099
50,27,0.04148393,0.00000000,0.04148393
50,28,0.04016580,0.00000000,0.04016580
50,29,0.03879627,0.00000000,0.03879627
50,30,0.03737498,0.00000000,0.03737498
50,31,0.03590158,0.00000000,0.03590158
50,32,0.03437569,0.00000000,0.03437569
50,33,0.03279696,0.00000000,0.03279696
50,34,0.03116499,0.00000000,0.03116499
50,35,0.02947939,0.00000000,0.02947939
50,36,0.02773978,0.00000000,0.02773978
50,37,0.02594574,0.00000000,0.02594574
50,38,0.02409688,0.00000000,0.02409688
50,39,0.02219278,0.00000000,0.02219278
50,40,0.02023302,0.00000000,0.02023302
50,41,0.01821719,0.00000000,0.01821719
50,42,0.01614485,0.00000000,0.01614485
50,43,0.01401558,0.00000000,0.01401558
50,44,0.01182895,0.00000000,0.01182895
50,45,0.00958451,0.00000000,0.00958451
50,46,0.00728184,0.00000000,0.00728184
50,47,0.00492049,0.00000000,0.00492049
50,48,0.00250002,0.00000000,0.00250002
50,49,0.00002000,0.00000000,0.00002000
51,0,0.05863487,0.00000000,0.05863487
51,1,0.05861176,0.00000000,0.05861176
51,2,0.05854243,0.00000000,0.05854243
51,3,0.05842686,0.00000000,0.05842686
51,4,0.05826500,0.00000000,0.05826500
51,5,0.05805682,0.00000000,0.05805682
51,6,0.05780225,0.00000000,0.05780225
51,7,0.05750121,0.00000000,0.05750121
51,8,0.05715361,0.00000000,0.05715361
51,9,0.05675934,0.00000000,0.05675934
51,10,0.05631829,0.00000000,0.05631829
51,11,0.05583032,0.00000000,0.05583032
51,12,0.05529529,0.00000000,0.05529529
51,13,0.05471303,0.00000000,0.05471303
51,14,0.05408338,0.00000000,0.05408338
51,15,0.05340615,0.00000000,0.05340615
51,16,0.05268114,0.00000000,0.05268114
51,17,0.05190814,0.00000000,0.05190814
51,18,0.05108694,0.00000000,0.05108694
51,19,0.05021728,0.00000000,0.05021728
51,20,0.04929893,0.00000000,0.04929893
51,21,0.04833163,0.00000000,0.04833163
51,22,0.04731510,0.00000000,0.04731510
51,23,0.04624907,0.00000000,0.04624907
51,24,0.04513325,0.00000000,0.04513325
51,25,0.04396732,0.00000000,0.04396732
51,26,0.04275099,0.00000000,0.04275099
51,27,0.04148393,0.00000000,0.04148393
51,28,0.04016580,0.00000000,0.04016580
51,29,0.03879627,0.00000000,0.03879627
51,30,0.03737498,0.00000000,0.03737498
51,31,0.03590158,0.00000000,0.03590158
51,32,0.03437569,0.00000000,0.03437569
51,33,0.03279696,0.00000000,0.03279696
51,34,0.03116499,0.00000000,0.03116499
51,35,0.02947939,0.00000000,0.02947939
51,36,0.02773978,0.00000000,0.02773978
51,37,0.02594574,0.00000000,0.02594574
51,38,0.02409688,0.00000000,0.02409688
51,39,0.02219278,0.00000000,0.02219278
51,40,0.02023302,0.00000000,0.02023302
51,41,0.01821719,0.00000000,0.01821719
51,42,0.01614485,0.00000000,0.01614485
51,43,0.01401558,0.00000000,0.01401558
51,44,0.01182895,0.00000000,0.01182895
51,45,0.00958451,0.00000000,0.00958451
51,46,0.00728184,0.00000000,0.00728184
51,47,0.00492049,0.00000000,0.00492049
51,48,0.00250002,0.00000000,0.00250002
51,49,0.00002000,0.00000000,0.00002000
52,0,0.05863487,0.00000000,0.05863487
52,1,0.05861176,0.00000000,0.05861176
52,2,0.05854243,0.00000000,0.05854243
52,3,0.05842686,0.00000000,0.05842686
52,4,0.05826500,0.00000000,0.05826500
52,5,0.05805682,0.00000000,0.05805682
52,6,0.05780225,0.00000000,0.05780225
52,7,0.05750121,0.00000000,0.05750121
52,8,0.05715361,0.00000000,0.05715361
52,9,0.05675934,0.00000000,0.05675934
52,10,0.05631829,0.00000000,0.05631829
52,11,0.05583032,0.00000000,0.05583032
52,12,0.05529529,0.00000000,0.05529529
52,13,0.05471303,0.00000000,0.05471303
52,14,0.05408338,0.00000000,0.05408338
52,15,0.05340615,0.00000000,0.05340615
52,16,0.05268114,0.00000000,0.05268114
52,17,0.05190814,0.00000000,0.05190814
52,18,0.05108694,0.00000000,0.05108694
52,19,0.05021728,0.00000000,0.05021728
52,20,0.04929893,0.00000000,0.04929893
52,21,0.04833163,0.00000000,0.04833163
52,22,0.04731510,0.00000000,0.04731510
